"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","MEATCONSUMP","PIG","KG_CAP","A","2027",1.21831666228988,
"ISR","MEATCONSUMP","PIG","KG_CAP","A","2028",1.20243618804711,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1990",34.2690762166712,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1991",35.9098030368261,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1992",38.3374220327661,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1993",39.823936858723,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1994",42.2268243515312,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1995",40.6926745099103,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1996",40.8338183950257,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1997",40.4751664100497,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1998",40.238131998323,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","1999",41.005253473525,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2000",58.9991330259102,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2001",63.1470858345594,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2002",63.0887147641237,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2003",61.2383815998612,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2004",62.4453629873677,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2005",63.7429293164779,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2006",66.0763692282694,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2007",64.8574190015432,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2008",63.52981833052,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2009",63.4185656795803,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2010",63.5929847696965,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2011",63.2028478068524,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2012",64.2210783698161,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2013",57.9835928354663,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2014",61.7825197898504,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2015",64.9362001982055,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2016",68.102069625408,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2017",65.7797559608359,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2018",64.8666914647893,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2019",65.1118153302743,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2020",65.565583561009,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2021",66.029875769103,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2022",66.4915579411857,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2023",66.9587857371893,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2024",67.4404396893913,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2025",67.929920495729,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2026",68.4262309855922,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2027",68.9304001087933,
"ISR","MEATCONSUMP","POULTRY","KG_CAP","A","2028",69.4444790694461,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1990",1.17322902258692,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1991",1.13716617826605,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1992",1.09799210096196,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1993",1.23981201086631,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1994",1.23670140036285,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1995",1.27124958205768,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1996",1.20182120281475,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1997",1.0704147875991,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1998",1.16007714914268,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","1999",1.23373590233828,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2000",1.29973134842063,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2001",1.29226348418823,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2002",1.14019595187249,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2003",1.17556121311323,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2004",1.11102796132111,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2005",1.24665218431972,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.38595345621493,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.38344128729221,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.46035351831131,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.52574695447974,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2010",1.61686969619152,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2011",1.82901062824042,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2012",1.77998975133891,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2013",1.7781027656382,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2014",1.91097571527073,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2015",1.71264285331328,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2016",1.54047266403602,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2017",1.58053909948825,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2018",1.58628890042399,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2019",1.60297405926842,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2020",1.62821698079058,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2021",1.65383380024631,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2022",1.67616264997936,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2023",1.69865219023672,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2024",1.72149676219302,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2025",1.74472251111677,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2026",1.76832949713356,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2027",1.7923919948872,
"ISR","MEATCONSUMP","SHEEP","KG_CAP","A","2028",1.81663236700186,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1992",25.1951587535685,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1993",27.8505981179845,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1994",26.5322500752858,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1995",22.5128257801026,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1996",19.4495829392569,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1997",16.3613171231322,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1998",15.689136428393,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1999",15.7253842275384,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.4219250279205,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2001",13.5126843674376,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2002",13.8910166987971,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.5845739391473,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2004",16.0927235988702,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2005",17.3479263018293,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2006",18.8251793863641,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2007",20.1189062184448,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2008",20.5925352183592,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2009",19.599417781163,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2010",20.4821719358082,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.7574909394179,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2012",19.3906794476435,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2013",19.5663516833944,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2014",19.529801834272,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2015",19.5443122872152,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2016",19.4001883203085,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2017",20.3790826147985,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2018",19.2649847391045,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2019",19.4713571923728,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2020",19.7259950174568,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2021",19.9330540801578,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2022",20.1456385157053,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2023",20.4096046294447,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2024",20.6463617779151,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2025",20.8702838005655,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2026",21.0998189608865,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2027",21.326727175625,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2028",21.5507360702439,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1992",10.4687148662413,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1993",9.37296532558843,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1994",7.54274255808388,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1995",5.29730664059753,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1996",5.34402473386954,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1997",4.21914015392856,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1998",4.18383088412822,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","1999",5.00842864177374,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2000",4.49345743577296,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2001",6.09086280809018,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2002",6.01584368665219,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2003",5.77112381960879,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2004",6.23324563895758,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2005",6.23349757798759,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2006",6.43422947688252,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2007",6.51333456258305,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2008",7.1495935370716,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2009",6.68406111977234,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2010",6.58451920363267,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2011",7.0525953281995,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2012",6.93419139997557,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2013",6.58332867705714,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2014",6.14704193385942,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2015",5.56065738246358,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2016",5.24908041273725,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2017",5.28332737633899,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2018",4.85702889749528,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2019",4.77257110775444,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2020",4.7589948659181,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2021",4.70503898205061,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2022",4.66610881305917,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2023",4.6531151494198,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2024",4.63954962479455,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2025",4.62734863570143,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2026",4.61909051036743,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2027",4.60824664152881,
"KAZ","MEATCONSUMP","PIG","KG_CAP","A","2028",4.59474568423856,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1992",7.5206141269659,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1993",6.22451367169602,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1994",4.40448435948575,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1995",3.09743828558761,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1996",3.02998858939629,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1997",3.17205462331551,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1998",3.1176913074298,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","1999",2.49901818935748,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2000",3.13185836193489,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2001",3.89758253150946,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2002",4.91084278253809,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2003",5.56083752788276,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2004",6.97352634556082,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2005",8.82766188631568,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2006",12.0584846431685,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2007",11.5792920233014,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2008",10.7470957555365,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2009",10.2967279670284,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2010",12.8421519916687,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2011",13.8295970926827,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2012",16.977256776248,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2013",15.5289320317689,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2014",14.1747853446318,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2015",14.4822160381698,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2016",14.6914455992749,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2017",16.4276714219947,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2018",14.9946902649495,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2019",15.2282660776928,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2020",15.4253387396796,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2021",15.614767625617,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2022",15.8416904095342,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2023",16.1463654301864,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2024",16.4474171010803,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2025",16.750833449319,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2026",17.057092182207,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2027",17.366322665667,
"KAZ","MEATCONSUMP","POULTRY","KG_CAP","A","2028",17.676515777617,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1992",12.4355727147433,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1993",14.1541892032873,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1994",13.0121291845207,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1995",10.5411550577824,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1996",9.20898884145914,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1997",8.26203892298395,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1998",6.83263417385484,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","1999",5.74006919660508,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2000",5.56864597801118,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2001",5.68508619200269,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2002",5.92001819134507,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2003",5.54980299028696,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2004",5.81440876846963,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2005",6.04567283322102,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2006",6.45898562988436,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2007",6.86991803199052,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2008",7.21943430560889,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2009",7.34312494389078,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2010",7.65653681536908,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2011",7.88572830948092,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2012",8.02752124925722,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2013",8.03561859242262,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2014",8.1557573945332,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2015",8.18114314610103,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2016",8.26991448014549,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2017",8.27875919670436,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2018",8.21757689092894,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2019",8.30098981612012,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2020",8.38182996188215,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2021",8.47733669357114,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2022",8.57619560227396,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2023",8.68326951800028,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2024",8.79845696552227,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2025",8.91504145013048,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2026",9.03239073074223,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2027",9.15093762707287,
"KAZ","MEATCONSUMP","SHEEP","KG_CAP","A","2028",9.27038395103196,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1990",2.58364810267205,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1991",2.91164387145465,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1992",2.94878655318216,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.00051122745725,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.23514346125488,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1995",3.5303663230104,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.82618753239986,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1997",3.74342934334643,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1998",3.27581276562005,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.54862113516765,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2000",4.11876950936276,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2001",4.13855234070583,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2002",4.23532680777263,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2003",4.35860352820227,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2004",5.2094383214083,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2005",5.1120333399327,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.84489995391284,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.70932174643733,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.25741462348857,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.55801594242263,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.59016911271428,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.84859563220193,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.87871233982465,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2013",5.30444798123492,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2014",5.38421903693252,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2015",5.83711164186469,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2016",5.41121417824407,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2017",5.21463146575856,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2018",5.22119979241409,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2019",5.30436100458042,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2020",5.42233691488633,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2021",5.53062264074751,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2022",5.63329509100506,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2023",5.73303194280343,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2024",5.82619878662691,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2025",5.91161066956839,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2026",6.00202603635737,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2027",6.08430095549087,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2028",6.17096764749851,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1990",10.0592227361022,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1991",9.99208661592922,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1992",10.4893570967326,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1993",10.6845611403304,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1994",11.223875483691,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1995",10.9215131504041,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1996",10.4179625965028,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1997",10.2510354450857,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1998",9.42703616694049,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","1999",5.81787772590094,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2000",5.8218098931129,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2001",6.6537428535402,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2002",6.80522504614888,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2003",6.15818805070496,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2004",6.31511227576477,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2005",6.44655446567561,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2006",6.55480866522714,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2007",5.92245345610721,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2008",5.71078197725328,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2009",5.85236602139203,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2010",6.83453235747099,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2011",6.18721231426981,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2012",6.01802182271794,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2013",5.90854358250115,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2014",5.91311521526329,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2015",6.15413469527354,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2016",5.49306902151382,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2017",5.3836691663646,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2018",5.3579287281072,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2019",5.30104677348496,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2020",5.31292578712448,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2021",5.27366365250124,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2022",5.24726964199528,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2023",5.23459507497145,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2024",5.22469217393465,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2025",5.21411995150844,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2026",5.21096252176913,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2027",5.19875243923781,
"MYS","MEATCONSUMP","PIG","KG_CAP","A","2028",5.1873014319103,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1990",18.8117554702337,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1991",22.3896118516972,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1992",25.7428182149804,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1993",28.9213810050932,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1994",29.9789410400761,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1995",30.2743848627554,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1996",29.8741738671899,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1997",29.5175324007381,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1998",29.2401187056034,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","1999",29.4323239460491,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2000",28.0631280093532,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2001",28.9493299364422,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2002",30.8991941475042,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2003",31.0230409306002,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.6150572959694,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.4955649126108,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2006",34.9986956082199,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2007",36.4460166469183,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2008",37.2531784258146,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2009",37.6449937339553,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2010",40.0893032112013,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2011",40.7479510904507,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2012",41.8911187666943,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2013",43.6102170848182,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2014",46.3041133685411,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2015",47.2589150688276,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2016",50.1817248160682,
"MYS","MEATCONSUMP","POULTRY","KG_CAP","A","2017",48.5218696146766,
